id,name,phone,created_at
512f8942-93c7-4980-9966-0f11f29db3f6,Venecia,526861105191,2025-10-23 17:46:31.999813+00
82a1bccf-0f0d-4f64-a2f6-0b8d60583fea,San Marcos,526862761824,2025-10-23 17:46:31.999813+00
